"","title","doi","pmid","altmetric_jid","issns1","issns2","journal","cohorts.pub","cohorts.com","cohorts.sci","cohorts.doc","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","authors5","authors6","type","altmetric_id","schema","is_oa","cited_by_fbwalls_count","cited_by_feeds_count","cited_by_gplus_count","cited_by_msm_count","cited_by_policies_count","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","subjects","scopus_subjects","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url"
"1","Metrics: Do metrics matter?","10.1038/465860a","20559361","4f6fa50a3cf058f610003160","0028-0836","1476-4687","Nature","17","2","2","1","18430950","9.5243881483059","389675","97","18043218","81898","91.978808005079","19628","76","62272","112771","7.6889855193269","1665","98","111106","940","56.760182978723","230","75","711","Alison Abbott","David Cyranoski","Nicola Jones","Brendan Maher","Quirin Schiermeier","Richard Van Noorden","news","385053","1.5.4","FALSE","3","5","2","1","2","37","22","35","1602862878","69.636","5.08","0","0","0","0","0","0","0","0","0","0","69.636","http://dx.doi.org/10.1038/465860a","1317207766","1276646400","science","General","3","396","2","401","https://badges.altmetric.com/?size=64&score=70&types=mbtttfdg","https://badges.altmetric.com/?size=100&score=70&types=mbtttfdg","https://badges.altmetric.com/?size=180&score=70&types=mbtttfdg","http://www.altmetric.com/details.php?citation_id=385053"
